store_id,management_group_id,first_category_id,second_category_id,third_category_id,product_id,dt,sale_amount,stock_hour6_22_cnt,discount,holiday_flag,activity_flag,precpt,avg_temperature,avg_humidity,avg_wind_level,year,month,day,weekday
41,6,4,28,179,500,2024-06-02,0.4,0,0.625,1,1,1.7642,23.43,70.21,1.64,2024,6,2,Sunday
137,6,21,64,123,489,2024-05-08,0.4,0,1.0,0,0,0.8383,20.87,64.78,2.25,2024,5,8,Wednesday
12,6,21,64,19,691,2024-04-22,4.2,0,1.0,0,0,2.0388,17.99,77.43,1.3,2024,4,22,Monday
74,6,21,61,224,60,2024-05-11,0.6,0,1.0,1,0,1.9465,20.73,72.07,1.66,2024,5,11,Saturday
67,6,4,28,179,500,2024-06-09,0.5,0,0.625,1,1,5.3329,25.83,76.67,1.46,2024,6,9,Sunday
115,6,4,28,167,775,2024-05-17,0.3,8,0.75,0,1,0.6138,23.55,70.4,1.55,2024,5,17,Friday
96,2,29,78,82,4,2024-04-19,1.4,0,0.88,0,1,2.025,19.19,78.84,1.58,2024,4,19,Friday
145,6,8,29,113,200,2024-05-03,0.5,0,0.859,1,1,1.8431,20.29,80.44,1.54,2024,5,3,Friday
1,5,16,26,96,345,2024-05-09,0.7,0,0.866,0,1,0.2926,20.77,67.78,1.67,2024,5,9,Thursday
62,6,8,8,9,214,2024-05-22,0.3,9,0.908,0,1,1.7384,23.0,66.89,1.49,2024,5,22,Wednesday
29,2,31,79,121,110,2024-05-06,0.7,7,1.0,0,0,2.058,20.5,70.35,1.28,2024,5,6,Monday
96,6,4,28,168,810,2024-06-25,1.3,0,1.0,0,0,9.7159,28.15,84.25,1.32,2024,6,25,Tuesday
109,6,8,29,113,108,2024-05-08,0.5,9,0.937,0,0,1.0402,20.66,64.49,2.42,2024,5,8,Wednesday
112,6,20,50,229,212,2024-04-15,0.5,6,1.0,0,0,2.4423,17.4,76.16,2.16,2024,4,15,Monday
8,5,16,27,104,292,2024-04-25,1.0,0,0.869,0,1,3.8272,19.66,74.78,1.44,2024,4,25,Thursday
96,4,23,10,17,644,2024-04-18,1.0,1,0.61,0,1,1.6251,18.45,78.32,1.68,2024,4,18,Thursday
145,2,30,75,193,598,2024-05-24,0.4,5,1.0,0,0,0.4285,22.14,78.14,1.78,2024,5,24,Friday
8,6,21,61,223,93,2024-04-16,0.3,14,1.0,0,0,3.061,17.94,74.45,1.65,2024,4,16,Tuesday
18,6,8,29,115,99,2024-05-25,0.5,0,1.0,1,0,1.0058,24.18,66.58,1.64,2024,5,25,Saturday
19,6,4,28,81,70,2024-06-19,4.4,4,0.666,0,1,14.1575,25.66,83.08,1.69,2024,6,19,Wednesday
59,6,20,50,59,567,2024-05-08,1.6,1,0.781,0,1,0.8361,20.88,64.76,2.25,2024,5,8,Wednesday
145,5,16,25,103,366,2024-06-20,0.7,0,1.0,0,0,9.0239,27.07,87.04,1.73,2024,6,20,Thursday
126,5,16,25,105,290,2024-04-14,0.2,0,1.0,1,0,3.4442,17.51,78.0,1.75,2024,4,14,Sunday
135,2,31,79,227,670,2024-04-30,0.3,0,1.0,0,0,3.2014,19.49,73.52,1.98,2024,4,30,Tuesday
96,2,29,78,82,4,2024-05-11,4.6,7,0.833,1,0,2.3864,21.88,70.16,1.44,2024,5,11,Saturday
109,6,8,29,116,853,2024-05-18,0.8,0,0.833,1,1,0.6868,23.15,71.5,2.45,2024,5,18,Saturday
140,2,29,78,157,600,2024-03-31,1.2,9,1.0,1,0,1.4822,16.18,79.12,1.65,2024,3,31,Sunday
60,3,14,40,146,793,2024-06-20,0.8,4,1.0,0,0,10.535,27.52,85.87,1.73,2024,6,20,Thursday
146,5,16,26,96,345,2024-04-02,0.6,9,0.799,0,1,3.2203,15.64,76.64,2.3,2024,4,2,Tuesday
1,6,21,64,19,691,2024-06-09,5.5,7,0.995,1,0,5.3353,25.95,76.59,1.46,2024,6,9,Sunday
142,2,29,76,60,596,2024-05-25,1.3,10,0.882,1,1,0.775,23.96,67.99,1.66,2024,5,25,Saturday
150,5,16,25,94,638,2024-05-13,0.4,0,0.856,0,1,1.07,22.71,65.94,1.74,2024,5,13,Monday
129,5,18,80,86,11,2024-05-10,1.0,1,0.833,0,1,1.6771,20.94,71.4,1.5,2024,5,10,Friday
143,6,8,29,113,77,2024-06-16,0.6,13,0.883,1,1,8.05,26.98,80.72,1.52,2024,6,16,Sunday
135,0,28,72,218,411,2024-04-22,0.3,0,0.8,0,1,2.0391,17.99,77.43,1.3,2024,4,22,Monday
135,6,21,64,123,216,2024-05-04,0.1,0,0.9020000100135804,1,1,2.7396,21.06,70.33,1.59,2024,5,4,Saturday
131,6,20,47,140,119,2024-05-31,4.2,0,0.711,0,1,2.4676,22.52,73.16,1.66,2024,5,31,Friday
151,6,20,58,172,17,2024-05-20,1.2,6,0.977,0,0,0.8931,22.24,72.51,1.69,2024,5,20,Monday
112,6,4,28,216,71,2024-03-30,2.6,3,1.0,1,0,1.9454,15.77,76.44,2.12,2024,3,30,Saturday
147,2,29,76,231,379,2024-06-14,0.8,6,1.0,0,0,5.7631,27.24,81.24,1.32,2024,6,14,Friday
115,6,4,28,161,136,2024-05-21,0.3,0,0.603,0,1,1.7731,23.74,69.66,1.34,2024,5,21,Tuesday
145,6,21,61,223,93,2024-03-31,1.0,0,1.0,1,0,1.8228,15.47,83.14,1.46,2024,3,31,Sunday
148,6,21,64,184,806,2024-04-06,0.6,0,1.0,1,0,2.4065,17.86,80.41,1.48,2024,4,6,Saturday
129,5,16,25,105,290,2024-06-20,0.7,4,1.0,0,0,10.5348,27.52,85.89,1.73,2024,6,20,Thursday
58,6,8,29,113,16,2024-06-24,0.0,16,0.8920000195503235,0,1,11.4374,26.64,82.42,1.44,2024,6,24,Monday
149,2,29,76,60,452,2024-05-07,0.2,4,1.0,0,0,0.8223,20.78,72.68,1.39,2024,5,7,Tuesday
91,1,7,17,41,677,2024-06-20,0.1,4,1.0,0,0,9.7376,27.55,86.81,1.91,2024,6,20,Thursday
60,5,22,81,56,783,2024-04-28,0.9,0,0.827,1,1,3.5976,21.27,81.1,1.54,2024,4,28,Sunday
131,0,28,72,154,834,2024-06-12,1.9,7,0.973,0,0,2.8142,25.15,82.62,1.57,2024,6,12,Wednesday
91,6,4,28,81,21,2024-06-06,0.5,6,0.921,0,1,0.8116,24.63,73.07,1.78,2024,6,6,Thursday
1,6,4,53,58,578,2024-05-22,1.5,0,0.925,0,1,1.7351,22.5,67.04,1.41,2024,5,22,Wednesday
100,6,20,58,74,728,2024-04-11,0.6,4,1.0,0,0,2.6111,17.36,78.49,2.11,2024,4,11,Thursday
55,6,4,28,81,19,2024-04-02,0.9,0,1.0,0,0,3.1604,15.69,76.61,2.13,2024,4,2,Tuesday
129,1,7,17,46,473,2024-05-24,0.2,0,0.69,0,1,0.6343,23.39,72.43,1.45,2024,5,24,Friday
62,6,8,29,113,76,2024-05-19,2.0,0,0.882,1,1,2.2904,24.16,73.34,1.3,2024,5,19,Sunday
78,6,24,39,129,831,2024-04-24,0.5,12,1.0,0,0,0.7705,19.68,75.29,1.38,2024,4,24,Wednesday
140,5,16,25,94,247,2024-04-21,0.0,0,1.0,1,0,1.5478,19.98,78.45,1.37,2024,4,21,Sunday
78,6,20,58,172,17,2024-06-05,0.6,1,1.0,0,0,1.7108,24.49,71.66,1.57,2024,6,5,Wednesday
126,6,20,50,229,212,2024-05-18,0.7,9,1.0,1,0,1.7796,23.71,71.79,1.43,2024,5,18,Saturday
121,6,10,38,190,715,2024-04-06,0.6,2,0.872,1,1,2.4086,17.85,80.29,1.48,2024,4,6,Saturday
104,5,15,42,89,58,2024-04-18,0.1,0,0.8999999761581421,0,1,0.9306,18.99,74.88,1.75,2024,4,18,Thursday
109,6,4,28,180,118,2024-03-29,1.8,0,0.742,0,1,2.8274,14.91,76.69,1.68,2024,3,29,Friday
91,6,20,50,2,104,2024-04-25,2.5,0,0.847,0,1,3.816,19.66,74.67,1.44,2024,4,25,Thursday
145,6,24,69,78,481,2024-06-15,4.6,7,1.0,1,0,7.105,24.97,87.04,1.91,2024,6,15,Saturday
74,4,13,1,214,627,2024-05-15,1.0,6,0.726,0,1,1.4269,21.34,69.95,2.16,2024,5,15,Wednesday
24,6,4,28,131,190,2024-04-18,0.2,6,1.0,0,0,0.9331,19.05,74.87,1.89,2024,4,18,Thursday
128,1,7,17,42,415,2024-04-01,0.4,0,1.0,0,0,3.334,16.01,77.82,1.25,2024,4,1,Monday
2,6,4,28,81,70,2024-05-07,2.9,0,1.0,0,0,0.7426,21.21,68.27,1.4,2024,5,7,Tuesday
55,6,20,50,24,300,2024-05-02,2.6,0,1.0,1,0,1.3342,20.31,73.16,1.85,2024,5,2,Thursday
134,6,20,50,2,104,2024-04-27,2.5,2,0.847,1,1,1.5768,20.23,75.43,1.48,2024,4,27,Saturday
29,5,16,25,103,296,2024-06-09,0.0,0,0.8059999942779541,1,1,5.3298,25.95,76.11,1.46,2024,6,9,Sunday
53,6,10,38,173,682,2024-06-01,0.7,0,0.676,1,1,1.9159,24.06,70.06,1.39,2024,6,1,Saturday
53,5,18,45,93,374,2024-05-08,0.2,0,1.0,0,0,0.8369,21.63,64.52,1.75,2024,5,8,Wednesday
18,5,18,80,109,321,2024-04-07,0.5,0,0.895,0,1,1.6922,17.39,79.37,1.2,2024,4,7,Sunday
109,6,4,28,168,554,2024-06-15,0.8,0,0.744,1,1,7.1278,26.02,78.93,2.32,2024,6,15,Saturday
18,6,21,61,16,61,2024-04-24,0.3,0,1.0,0,0,0.7704,19.51,75.3,1.44,2024,4,24,Wednesday
146,2,29,76,231,379,2024-06-10,2.1,1,0.875,1,1,5.0238,25.83,74.91,1.86,2024,6,10,Monday
112,6,4,53,77,774,2024-05-25,0.9,3,1.0,1,0,1.0085,23.83,66.62,1.91,2024,5,25,Saturday
29,5,16,25,103,631,2024-04-09,1.0,6,0.909,0,0,3.8604,17.05,77.56,1.7,2024,4,9,Tuesday
129,5,16,26,96,345,2024-04-21,0.8,0,0.799,1,1,1.6455,19.98,79.7,1.37,2024,4,21,Sunday
18,0,5,6,65,536,2024-05-17,0.0,0,0.8327347040176392,0,1,0.6117,23.44,70.25,1.55,2024,5,17,Friday
109,6,24,66,199,370,2024-06-10,0.2,5,1.0,1,0,5.0119,25.76,75.54,1.93,2024,6,10,Monday
34,5,18,80,86,11,2024-04-24,0.8,3,0.829,0,1,0.7704,19.68,75.29,1.38,2024,4,24,Wednesday
67,6,4,28,168,810,2024-04-07,0.6,5,0.862,0,1,2.0321,16.54,79.63,1.23,2024,4,7,Sunday
57,6,21,64,184,806,2024-04-21,0.5,10,1.0,1,0,1.6432,19.98,79.68,1.38,2024,4,21,Sunday
150,6,4,28,1,117,2024-04-08,2.1,9,1.0,0,0,1.4168,17.41,77.06,1.13,2024,4,8,Monday
29,6,4,28,10,140,2024-06-25,1.3,4,1.0,0,0,12.4695,28.0,84.52,1.39,2024,6,25,Tuesday
131,6,4,53,77,90,2024-05-31,0.0,9,1.0,0,0,2.4676,22.52,73.16,1.66,2024,5,31,Friday
96,5,18,80,109,194,2024-06-16,1.2,0,0.813,1,1,9.189,27.23,80.63,1.45,2024,6,16,Sunday
60,2,29,78,82,4,2024-06-05,1.8,9,0.884,0,0,1.3758,24.22,79.03,1.77,2024,6,5,Wednesday
96,6,10,33,177,116,2024-05-31,1.8,0,0.916,0,0,1.947,23.49,70.93,1.45,2024,5,31,Friday
128,6,4,53,58,23,2024-06-17,0.5,0,0.684,0,1,7.8794,27.18,78.2,1.57,2024,6,17,Monday
41,3,25,71,209,620,2024-06-06,0.3,0,1.0,0,0,0.7996,24.58,73.01,1.82,2024,6,6,Thursday
140,6,20,50,229,847,2024-05-06,1.0,4,1.0,0,0,2.6586,21.07,73.73,1.26,2024,5,6,Monday
118,5,16,27,97,424,2024-06-25,0.4,0,0.714640200138092,0,1,9.7166,28.14,84.25,1.32,2024,6,25,Tuesday
140,1,7,17,42,707,2024-06-18,0.4,1,0.902,0,0,14.2307,26.26,84.21,1.59,2024,6,18,Tuesday
93,6,4,28,167,843,2024-05-27,0.5,0,0.913,0,0,1.9027,22.96,66.46,2.0,2024,5,27,Monday
109,2,29,76,231,379,2024-05-04,0.0,16,1.0,1,0,2.7333,21.15,70.39,1.92,2024,5,4,Saturday
100,6,24,66,199,370,2024-03-30,0.4,0,1.0,1,0,1.9454,15.77,76.44,2.12,2024,3,30,Saturday
134,6,4,28,180,240,2024-06-18,2.1,0,0.838,0,1,13.2435,26.77,81.92,1.77,2024,6,18,Tuesday
131,6,20,50,24,300,2024-06-19,9.7,0,0.993,0,0,14.3888,24.73,86.19,1.5,2024,6,19,Wednesday
8,6,4,53,156,26,2024-03-29,0.4,0,0.909,0,1,3.019,15.08,76.56,1.71,2024,3,29,Friday
147,0,28,59,165,657,2024-05-02,0.1,0,0.834,1,1,1.777,21.0,73.64,1.62,2024,5,2,Thursday
100,5,18,45,93,374,2024-06-15,0.7,8,0.919,1,0,7.1273,26.2,77.96,2.32,2024,6,15,Saturday
112,6,24,69,159,469,2024-05-22,0.3,2,1.0,0,0,1.5337,22.66,67.08,1.92,2024,5,22,Wednesday
104,6,10,33,160,650,2024-06-06,0.4,0,0.868,0,1,0.7973,25.46,73.07,1.5,2024,6,6,Thursday
144,5,16,25,103,296,2024-04-03,0.8,6,0.863,0,1,1.7168,16.11,76.31,1.51,2024,4,3,Wednesday
118,6,4,28,131,190,2024-05-25,2.1,0,1.0,1,0,0.7746,23.91,67.74,1.71,2024,5,25,Saturday
59,0,28,72,218,411,2024-04-13,0.2,0,0.8,1,1,1.9478,17.69,81.11,1.71,2024,4,13,Saturday
12,5,16,27,98,291,2024-06-18,0.6,6,1.0,0,0,13.2447,26.28,82.36,1.57,2024,6,18,Tuesday
148,6,4,28,168,810,2024-03-29,1.2,0,0.862,0,1,5.0331,15.43,82.53,1.34,2024,3,29,Friday
53,6,4,28,179,500,2024-04-23,1.6,0,0.625,0,1,1.312,19.08,76.62,1.47,2024,4,23,Tuesday
60,6,21,64,123,259,2024-06-19,0.6,0,1.0,0,0,15.2998,25.25,86.62,1.5,2024,6,19,Wednesday
100,0,28,72,218,411,2024-04-11,0.0,0,1.0,0,0,2.6111,17.36,78.49,2.11,2024,4,11,Thursday
134,2,29,76,60,740,2024-04-01,1.0,5,1.0,0,0,3.3339,15.82,77.86,1.14,2024,4,1,Monday
60,6,4,53,77,774,2024-05-17,0.6,0,1.0,0,0,0.8864,23.36,74.2,1.64,2024,5,17,Friday
147,2,29,76,231,379,2024-05-03,0.2,14,0.8,1,1,1.9733,20.9,76.96,1.15,2024,5,3,Friday
1,6,8,8,9,214,2024-05-24,0.4,0,1.0,0,0,0.3744,23.08,66.62,1.59,2024,5,24,Friday
137,5,16,27,97,424,2024-05-25,0.6,0,1.0,1,0,1.009,23.22,67.25,1.98,2024,5,25,Saturday
146,2,31,79,230,549,2024-06-19,1.1,0,1.0,0,0,14.1908,26.03,82.89,1.71,2024,6,19,Wednesday
41,1,7,17,51,612,2024-05-01,0.6,0,1.0,1,0,2.2989,19.66,73.46,1.18,2024,5,1,Wednesday
78,6,8,29,114,219,2024-04-10,0.8,0,1.0,0,0,2.2427,17.94,75.72,2.02,2024,4,10,Wednesday
84,6,21,64,123,666,2024-05-22,3.5,0,1.0,0,0,1.5305,22.66,67.09,1.93,2024,5,22,Wednesday
18,5,15,43,11,858,2024-04-29,0.4,8,1.0,0,0,2.3736,20.39,76.32,1.6,2024,4,29,Monday
134,2,31,79,227,670,2024-04-08,0.6,0,0.983,0,0,1.4183,17.27,77.06,1.06,2024,4,8,Monday
60,6,20,68,63,486,2024-06-17,1.4,0,0.675,0,1,10.8914,26.73,83.08,1.43,2024,6,17,Monday
128,6,20,58,148,515,2024-04-30,0.5,0,0.918,0,0,3.2024,19.81,73.48,1.66,2024,4,30,Tuesday
118,5,16,25,103,717,2024-04-15,0.5,13,1.0,0,0,2.6341,18.2,79.59,1.75,2024,4,15,Monday
100,2,29,76,60,580,2024-05-11,1.7,0,0.969,1,1,2.1773,21.4,71.56,1.87,2024,5,11,Saturday
134,6,4,28,142,18,2024-05-19,0.7,0,1.0,1,0,2.2907,24.2,73.34,1.3,2024,5,19,Sunday
34,6,4,28,142,351,2024-06-22,1.1,0,1.0,1,0,8.1498,27.46,82.01,1.71,2024,6,22,Saturday
119,6,4,28,180,118,2024-04-06,2.4,3,0.712,1,1,2.4003,16.72,78.41,1.67,2024,4,6,Saturday
12,0,5,7,66,802,2024-04-01,0.2,0,0.806,0,1,3.5385,15.37,78.26,1.25,2024,4,1,Monday
152,2,29,76,60,740,2024-04-14,1.9,6,1.0,1,0,3.9202,17.2,85.19,1.66,2024,4,14,Sunday
84,6,10,38,173,682,2024-04-20,1.5,0,0.746,1,1,1.8127,18.32,75.0,2.15,2024,4,20,Saturday
140,6,4,28,179,500,2024-05-03,1.0,0,0.625,1,1,2.033,20.86,75.69,1.27,2024,5,3,Friday
151,2,0,13,27,841,2024-06-02,0.7,0,0.869,1,1,1.764,23.57,69.76,1.64,2024,6,2,Sunday
148,6,4,53,77,363,2024-04-21,3.1,0,1.0,1,0,1.6461,19.98,79.7,1.37,2024,4,21,Sunday
128,5,16,27,98,291,2024-04-25,0.2,0,0.804,0,1,3.8265,20.23,74.65,1.37,2024,4,25,Thursday
100,6,4,28,179,500,2024-05-10,0.5,0,0.75,0,1,1.6182,20.46,65.2,1.97,2024,5,10,Friday
95,6,4,28,168,554,2024-06-07,0.8,0,0.809,0,1,2.7801,25.74,79.56,1.39,2024,6,7,Friday
29,6,20,50,229,212,2024-03-28,0.4,0,1.0,0,0,1.7009,15.47,73.53,1.97,2024,3,28,Thursday
150,6,4,53,58,23,2024-04-19,0.8,0,1.0,0,0,1.4933,19.51,75.39,1.55,2024,4,19,Friday
24,6,10,57,205,760,2024-04-17,0.7,4,1.0,0,0,0.9415,19.15,74.21,1.69,2024,4,17,Wednesday
100,5,16,25,103,296,2024-04-24,0.5,3,0.828,0,1,0.5659,18.53,75.47,1.56,2024,4,24,Wednesday
132,5,16,27,104,292,2024-04-26,1.0,5,0.869,0,1,3.507,19.25,78.42,1.43,2024,4,26,Friday
143,1,7,17,51,306,2024-04-25,0.5,0,1.0,0,0,3.8268,20.23,74.65,1.37,2024,4,25,Thursday
58,5,16,25,99,634,2024-05-12,1.3,0,0.88,1,1,0.6398,22.17,65.68,1.25,2024,5,12,Sunday
46,5,16,27,104,635,2024-05-10,1.5,0,0.701,0,1,1.4658,19.72,71.48,1.84,2024,5,10,Friday
128,6,20,50,2,104,2024-05-14,2.2,0,0.725,0,1,1.6902,22.46,69.12,1.92,2024,5,14,Tuesday
24,6,4,28,168,554,2024-05-19,0.5,0,0.965,1,0,2.2912,24.33,73.35,1.36,2024,5,19,Sunday
126,6,24,69,139,645,2024-04-27,0.5,0,1.0,1,0,1.5769,20.2,75.42,1.41,2024,4,27,Saturday
147,0,28,72,154,834,2024-04-01,1.2,8,1.0,0,0,3.6735,15.6,81.45,1.34,2024,4,1,Monday
56,6,4,28,1,117,2024-04-30,3.6,0,1.0,0,0,3.2017,19.81,73.48,1.66,2024,4,30,Tuesday
60,6,10,38,190,715,2024-05-19,0.7,11,1.0,1,0,1.834,23.95,75.2,1.4,2024,5,19,Sunday
96,6,4,28,179,500,2024-06-18,1.1,0,0.625,0,1,14.2855,26.26,84.42,1.59,2024,6,18,Tuesday
91,6,20,50,2,104,2024-05-25,3.7,0,0.751,1,1,1.006,23.22,67.03,2.05,2024,5,25,Saturday
104,2,29,76,231,379,2024-04-02,0.2,9,1.0,0,0,3.2137,16.84,76.31,1.89,2024,4,2,Tuesday
128,6,20,58,172,127,2024-06-12,0.5,0,0.948,0,0,6.5271,26.08,80.02,1.71,2024,6,12,Wednesday
29,6,24,67,225,863,2024-04-13,3.4,5,1.0,1,0,1.948,17.69,81.12,1.71,2024,4,13,Saturday
12,6,4,28,180,118,2024-06-17,0.9,1,1.0,0,0,7.8798,26.83,79.09,1.5,2024,6,17,Monday
149,6,4,28,167,843,2024-04-27,1.2,3,0.902,1,1,2.7108,19.81,78.94,1.41,2024,4,27,Saturday
58,6,4,53,77,774,2024-04-20,0.8,10,1.0,1,0,1.6124,19.17,75.2,1.65,2024,4,20,Saturday
132,6,21,61,223,93,2024-04-25,0.5,0,0.85,0,1,4.1289,19.42,78.98,1.53,2024,4,25,Thursday
29,6,8,29,113,16,2024-06-03,0.4,0,0.882,0,1,2.8373,23.54,73.7,2.0,2024,6,3,Monday
59,5,16,26,96,345,2024-06-15,0.3,0,1.0,1,0,7.1511,25.55,79.64,2.05,2024,6,15,Saturday
8,6,4,28,180,118,2024-05-11,1.1,0,1.0,1,0,2.1748,21.24,71.85,1.48,2024,5,11,Saturday
41,5,18,80,86,12,2024-04-04,0.6,0,1.0,1,0,1.3026,16.08,74.25,1.47,2024,4,4,Thursday
53,6,8,8,9,214,2024-05-28,0.4,0,1.0,0,0,1.1389,22.99,67.18,1.55,2024,5,28,Tuesday
104,6,8,8,9,629,2024-05-01,0.4,0,0.952,1,0,2.2937,20.36,73.45,1.21,2024,5,1,Wednesday
56,6,4,28,180,118,2024-05-09,1.1,0,1.0,0,0,0.2931,21.76,67.26,1.47,2024,5,9,Thursday
18,6,4,28,163,797,2024-04-03,0.3,12,1.0,0,0,1.7335,17.03,76.2,1.4,2024,4,3,Wednesday
46,2,31,79,22,373,2024-05-09,0.3,6,0.852,0,1,0.8383,20.59,70.62,1.37,2024,5,9,Thursday
118,6,21,61,178,622,2024-05-14,0.4,0,1.0,0,0,0.8152,22.12,69.99,2.0,2024,5,14,Tuesday
84,0,5,5,6,768,2024-04-21,1.1,0,0.609,1,0,1.5712,19.53,74.5,1.51,2024,4,21,Sunday
134,6,4,28,81,738,2024-04-29,0.4,7,1.0,0,0,2.3721,20.43,76.28,1.61,2024,4,29,Monday
78,6,8,29,113,201,2024-06-04,0.9,2,1.0,0,0,1.4599,24.34,70.28,1.66,2024,6,4,Tuesday
81,6,4,28,81,21,2024-04-01,0.6,3,1.0,0,0,3.3331,15.28,78.3,1.35,2024,4,1,Monday
112,6,8,29,115,99,2024-04-26,0.6,0,0.725,0,1,2.323,19.44,72.22,1.65,2024,4,26,Friday
145,6,4,28,81,738,2024-04-28,0.3,7,1.0,1,0,3.5754,20.28,83.8,1.81,2024,4,28,Sunday
84,6,4,28,81,213,2024-05-08,0.2,0,1.0,0,0,1.0406,20.66,64.51,2.42,2024,5,8,Wednesday
81,6,4,28,179,500,2024-03-31,0.6,14,0.625,1,1,1.2176,15.41,77.6,1.61,2024,3,31,Sunday
35,0,5,6,65,2,2024-05-22,0.1,1,1.0,0,0,1.5341,22.66,67.08,1.92,2024,5,22,Wednesday
84,6,4,28,179,500,2024-05-19,0.8,0,0.75,1,1,2.2854,23.6,73.29,2.32,2024,5,19,Sunday
129,6,20,68,127,122,2024-06-25,3.6,0,0.751,0,1,11.1972,28.22,85.05,1.25,2024,6,25,Tuesday
0,2,29,76,231,379,2024-04-19,0.0,7,1.0,0,0,1.2889,18.39,75.09,1.71,2024,4,19,Friday
95,6,4,53,58,23,2024-04-02,0.3,6,1.0,0,0,3.6903,16.57,81.05,1.5,2024,4,2,Tuesday
146,6,8,29,113,84,2024-04-29,0.6,0,1.0,0,0,2.3723,19.44,76.5,1.74,2024,4,29,Monday
112,5,16,25,105,290,2024-04-13,0.4,6,1.0,1,0,1.7432,17.98,81.03,1.95,2024,4,13,Saturday
18,6,4,28,167,843,2024-06-24,0.97,0,0.913,0,0,11.234,26.77,82.37,1.37,2024,6,24,Monday
59,6,24,66,199,370,2024-06-13,0.3,3,1.0,0,0,7.5663,26.25,80.18,1.77,2024,6,13,Thursday
91,6,4,53,77,41,2024-04-22,3.3,0,0.834,0,1,2.0416,17.99,77.42,1.3,2024,4,22,Monday
126,6,8,8,9,629,2024-04-16,1.0,0,0.922,0,0,2.6847,18.83,74.48,1.67,2024,4,16,Tuesday
148,4,23,10,17,644,2024-04-01,0.5,0,1.0,0,0,3.6755,15.6,81.46,1.33,2024,4,1,Monday
19,5,18,80,86,11,2024-06-03,0.5,0,1.0,0,0,2.8363,23.54,74.2,2.07,2024,6,3,Monday
135,6,4,28,149,215,2024-03-28,1.0,13,1.0,0,0,1.7001,15.48,73.54,1.97,2024,3,28,Thursday
118,5,16,27,104,635,2024-05-13,1.1,0,0.866,0,0,1.3109,22.56,70.65,1.86,2024,5,13,Monday
145,6,10,33,186,663,2024-04-06,0.8,11,0.832,1,1,2.8301,16.3,84.04,1.46,2024,4,6,Saturday
35,5,15,43,88,684,2024-06-11,0.27,1,1.0,0,0,5.6882,25.45,76.56,2.11,2024,6,11,Tuesday
41,2,29,76,60,596,2024-04-22,0.9,5,0.966,0,0,2.0391,17.99,77.43,1.3,2024,4,22,Monday
78,6,4,28,10,79,2024-04-28,0.5,3,0.843,1,1,3.1457,21.35,76.44,1.61,2024,4,28,Sunday
131,5,16,25,99,634,2024-06-23,1.0,0,0.94,1,0,12.7709,26.57,85.66,1.32,2024,6,23,Sunday
140,6,20,50,24,300,2024-04-12,4.9,6,0.999,0,0,2.579,17.88,81.15,1.67,2024,4,12,Friday
2,6,20,58,74,728,2024-05-07,0.7,0,1.0,0,0,0.7426,21.21,68.27,1.4,2024,5,7,Tuesday
58,6,21,61,16,74,2024-05-28,0.5,10,1.0,0,0,1.1428,22.72,67.06,1.55,2024,5,28,Tuesday
1,6,4,28,10,27,2024-05-04,0.5,0,0.503,1,1,2.7358,21.06,70.33,1.59,2024,5,4,Saturday
119,6,4,28,81,70,2024-04-29,3.8,0,1.0,0,0,2.3719,19.75,76.32,1.44,2024,4,29,Monday
56,6,10,38,190,715,2024-04-11,0.5,0,0.92,0,0,2.8221,18.24,78.36,1.96,2024,4,11,Thursday
126,5,16,27,98,291,2024-05-20,0.4,0,0.887,0,1,1.0975,23.04,72.19,1.2,2024,5,20,Monday
148,6,20,50,229,847,2024-06-23,0.6,0,1.0,1,0,13.0099,27.34,86.39,1.39,2024,6,23,Sunday
150,6,10,38,173,672,2024-06-22,0.8,0,1.0,1,0,8.1327,27.52,82.11,1.64,2024,6,22,Saturday
93,6,4,28,180,118,2024-04-05,1.0,10,0.712,1,1,1.704,16.77,72.1,1.53,2024,4,5,Friday
35,6,4,28,216,71,2024-06-15,0.8,0,0.785,1,1,7.1516,26.02,78.93,2.32,2024,6,15,Saturday
145,6,10,33,160,650,2024-06-24,0.8,0,0.908,0,1,14.9182,25.82,87.28,1.46,2024,6,24,Monday
137,5,16,25,94,247,2024-04-15,0.3,0,1.0,0,1,2.4393,17.86,76.31,1.65,2024,4,15,Monday
1,6,4,28,81,19,2024-04-14,2.5,11,1.0,1,0,3.4477,17.14,78.37,1.72,2024,4,14,Sunday
12,5,18,80,109,194,2024-05-07,0.5,3,1.0,0,0,0.7428,20.64,68.29,1.44,2024,5,7,Tuesday
142,6,24,69,139,645,2024-06-20,0.2,0,0.835,0,1,10.4345,27.34,85.5,1.73,2024,6,20,Thursday
96,2,29,76,60,740,2024-04-23,0.9,6,1.0,0,0,1.6955,18.81,78.11,1.57,2024,4,23,Tuesday
137,6,4,28,149,215,2024-05-22,2.2,0,0.75,0,1,1.7387,22.5,67.03,1.4,2024,5,22,Wednesday
128,6,20,47,140,119,2024-05-06,1.4,5,1.0,0,0,2.0434,21.16,70.25,1.38,2024,5,6,Monday
91,6,21,61,16,628,2024-06-09,0.4,4,0.87,1,1,5.331,25.95,76.48,1.46,2024,6,9,Sunday
145,1,7,16,44,830,2024-05-09,2.4,3,0.5,0,1,0.7341,20.95,75.13,1.78,2024,5,9,Thursday
19,6,20,50,229,212,2024-06-05,0.7,10,0.749,0,1,1.9132,24.05,71.71,1.64,2024,6,5,Wednesday
