store_id,first_category_id,second_category_id,product_id,dt,sale_amount,stock_hour6_22_cnt,discount,holiday_flag,activity_flag,precpt,avg_temperature,avg_humidity,avg_wind_level,year,month,day,weekday,discount_effect,avg_stock_sales_ratio,temp_humidity_ratio,weather_impact,is_weekend,is_holiday_activity,category_combo,discount_category_impact,sales_level
134,31,79,670,2024-04-08,0.6,0,0.983,0,0,1.4183,17.27,77.06,1.06,2024,4,8,Monday,0.5898,0.6,0.2212400717396874,7.015490000000001,0,0,31_79,30.473,0
60,20,68,486,2024-06-17,1.4,0,0.675,0,1,10.8914,26.73,83.08,1.43,2024,6,17,Monday,0.945,1.4,0.3179115128449096,13.53042,0,0,20_68,13.5,1
128,20,58,515,2024-04-30,0.5,0,0.918,0,0,3.2024,19.81,73.48,1.66,2024,4,30,Tuesday,0.459,0.5,0.26597744360902253,8.38672,0,0,20_58,18.36,0
118,16,25,717,2024-04-15,0.5,13,1.0,0,0,2.6341,18.2,79.59,1.75,2024,4,15,Monday,0.5,0.03571428571428571,0.22583447077801214,7.54523,0,0,16_25,16.0,0
100,29,76,580,2024-05-11,1.7,0,0.969,1,1,2.1773,21.4,71.56,1.87,2024,5,11,Saturday,1.6473,1.7,0.294928335170893,8.652190000000001,1,1,29_76,28.101,1
134,4,28,18,2024-05-19,0.7,0,1.0,1,0,2.2907,24.2,73.34,1.3,2024,5,19,Sunday,0.7,0.7,0.325531342480495,9.97721,1,0,4_28,4.0,0
34,4,28,351,2024-06-22,1.1,0,1.0,1,0,8.1498,27.46,82.01,1.71,2024,6,22,Saturday,1.1,1.1,0.3308035176484761,12.915940000000003,1,0,4_28,4.0,1
119,4,28,118,2024-04-06,2.4,3,0.712,1,1,2.4003,16.72,78.41,1.67,2024,4,6,Saturday,1.7087999999999999,0.6,0.21055282709986148,6.907089999999999,1,1,4_28,2.848,1
12,5,7,802,2024-04-01,0.2,0,0.806,0,1,3.5385,15.37,78.26,1.25,2024,4,1,Monday,0.1612,0.2,0.1939187484229119,6.83455,0,0,5_7,4.03,0
152,29,76,740,2024-04-14,1.9,6,1.0,1,0,3.9202,17.2,85.19,1.66,2024,4,14,Sunday,1.9,0.2714285714285714,0.1995591135862629,7.55806,1,0,29_76,29.0,1
84,10,38,682,2024-04-20,1.5,0,0.746,1,1,1.8127,18.32,75.0,2.15,2024,4,20,Saturday,1.119,1.5,0.24105263157894738,7.22681,1,1,10_38,7.46,1
140,4,28,500,2024-05-03,1.0,0,0.625,1,1,2.033,20.86,75.69,1.27,2024,5,3,Friday,0.625,1.0,0.2720041726431086,8.572899999999999,0,1,4_28,2.5,1
151,0,13,841,2024-06-02,0.7,0,0.869,1,1,1.764,23.57,69.76,1.64,2024,6,2,Sunday,0.6083,0.7,0.33309779536461276,9.465200000000001,1,1,0_13,0.0,0
148,4,53,363,2024-04-21,3.1,0,1.0,1,0,1.6461,19.98,79.7,1.37,2024,4,21,Sunday,3.1,3.1,0.24758364312267658,8.07483,1,0,4_53,4.0,1
128,16,27,291,2024-04-25,0.2,0,0.804,0,1,3.8265,20.23,74.65,1.37,2024,4,25,Thursday,0.16080000000000003,0.2,0.26741573033707866,8.82895,0,0,16_27,12.864,0
100,4,28,500,2024-05-10,0.5,0,0.75,0,1,1.6182,20.46,65.2,1.97,2024,5,10,Friday,0.375,0.5,0.30906344410876135,8.078460000000002,0,0,4_28,3.0,0
95,4,28,554,2024-06-07,0.8,0,0.809,0,1,2.7801,25.74,79.56,1.39,2024,6,7,Friday,0.6472000000000001,0.8,0.31951340615690166,10.71303,0,0,4_28,3.236,1
29,20,50,212,2024-03-28,0.4,0,1.0,0,0,1.7009,15.47,73.53,1.97,2024,3,28,Thursday,0.4,0.4,0.20756742251442373,6.107270000000001,0,0,20_50,20.0,0
150,4,53,23,2024-04-19,0.8,0,1.0,0,0,1.4933,19.51,75.39,1.55,2024,4,19,Friday,0.8,0.8,0.25539992145568796,7.786990000000001,0,0,4_53,4.0,1
24,10,57,760,2024-04-17,0.7,4,1.0,0,0,0.9415,19.15,74.21,1.69,2024,4,17,Wednesday,0.7,0.13999999999999999,0.2546203962239064,7.43545,0,0,10_57,10.0,0
100,16,25,296,2024-04-24,0.5,3,0.828,0,1,0.5659,18.53,75.47,1.56,2024,4,24,Wednesday,0.414,0.125,0.24231724859421996,7.113770000000001,0,0,16_25,13.248,0
132,16,27,292,2024-04-26,1.0,5,0.869,0,1,3.507,19.25,78.42,1.43,2024,4,26,Friday,0.869,0.16666666666666666,0.24238227146814403,8.3231,0,0,16_27,13.904,1
143,7,17,306,2024-04-25,0.5,0,1.0,0,0,3.8268,20.23,74.65,1.37,2024,4,25,Thursday,0.5,0.5,0.26741573033707866,8.82904,0,0,7_17,7.0,0
58,16,25,634,2024-05-12,1.3,0,0.88,1,1,0.6398,22.17,65.68,1.25,2024,5,12,Sunday,1.1440000000000001,1.3,0.3324835032993401,8.684940000000001,1,1,16_25,14.08,1
46,16,27,635,2024-05-10,1.5,0,0.701,0,1,1.4658,19.72,71.48,1.84,2024,5,10,Friday,1.0514999999999999,1.5,0.2720750551876379,7.775740000000001,0,0,16_27,11.216,1
128,20,50,104,2024-05-14,2.2,0,0.725,0,1,1.6902,22.46,69.12,1.92,2024,5,14,Tuesday,1.595,2.2,0.32030804335424984,8.915059999999999,0,0,20_50,14.5,1
24,4,28,554,2024-05-19,0.5,0,0.965,1,0,2.2912,24.33,73.35,1.36,2024,5,19,Sunday,0.4825,0.5,0.32723604572965703,10.01136,1,0,4_28,3.86,0
126,24,69,645,2024-04-27,0.5,0,1.0,1,0,1.5769,20.2,75.42,1.41,2024,4,27,Saturday,0.5,0.5,0.2643287097618424,8.13007,1,0,24_69,24.0,0
147,28,72,834,2024-04-01,1.2,8,1.0,0,0,3.6735,15.6,81.45,1.34,2024,4,1,Monday,1.2,0.13333333333333333,0.18920557913887204,6.94005,0,0,28_72,28.0,1
56,4,28,117,2024-04-30,3.6,0,1.0,0,0,3.2017,19.81,73.48,1.66,2024,4,30,Tuesday,3.6,3.6,0.26597744360902253,8.38651,0,0,4_28,4.0,1
60,10,38,715,2024-05-19,0.7,11,1.0,1,0,1.834,23.95,75.2,1.4,2024,5,19,Sunday,0.7,0.05833333333333333,0.3143044619422572,9.7102,1,0,10_38,10.0,0
96,4,28,500,2024-06-18,1.1,0,0.625,0,1,14.2855,26.26,84.42,1.59,2024,6,18,Tuesday,0.6875,1.1,0.30742214937953644,14.312650000000001,0,0,4_28,2.5,1
91,20,50,104,2024-05-25,3.7,0,0.751,1,1,1.006,23.22,67.03,2.05,2024,5,25,Saturday,2.7787,3.7,0.3413200058797589,8.9748,1,1,20_50,15.02,1
104,29,76,379,2024-04-02,0.2,9,1.0,0,0,3.2137,16.84,76.31,1.89,2024,4,2,Tuesday,0.2,0.02,0.21782434355193375,7.13311,0,0,29_76,29.0,0
128,20,58,127,2024-06-12,0.5,0,0.948,0,0,6.5271,26.08,80.02,1.71,2024,6,12,Wednesday,0.474,0.5,0.3218958281905702,11.877130000000001,0,0,20_58,18.96,0
29,24,67,863,2024-04-13,3.4,5,1.0,1,0,1.948,17.69,81.12,1.71,2024,4,13,Saturday,3.4,0.5666666666666667,0.2154164637116415,7.1474,1,0,24_67,24.0,1
12,4,28,118,2024-06-17,0.9,1,1.0,0,0,7.8798,26.83,79.09,1.5,2024,6,17,Monday,0.9,0.45,0.3349981271070046,12.64594,0,0,4_28,4.0,1
149,4,28,843,2024-04-27,1.2,3,0.902,1,1,2.7108,19.81,78.94,1.41,2024,4,27,Saturday,1.0824,0.3,0.2478108581436077,8.31424,1,1,4_28,3.608,1
58,4,53,774,2024-04-20,0.8,10,1.0,1,0,1.6124,19.17,75.2,1.65,2024,4,20,Saturday,0.8,0.07272727272727274,0.2515748031496063,7.656720000000001,1,0,4_53,4.0,1
132,21,61,93,2024-04-25,0.5,0,0.85,0,1,4.1289,19.42,78.98,1.53,2024,4,25,Thursday,0.425,0.5,0.24281070267566893,8.54767,0,0,21_61,17.849999999999998,0
29,8,29,16,2024-06-03,0.4,0,0.882,0,1,2.8373,23.54,73.7,2.0,2024,6,3,Monday,0.3528,0.4,0.3151271753681392,9.667190000000002,0,0,8_29,7.056,0
59,16,26,345,2024-06-15,0.3,0,1.0,1,0,7.1511,25.55,79.64,2.05,2024,6,15,Saturday,0.3,0.3,0.3168402777777778,11.75033,1,0,16_26,16.0,0
8,4,28,118,2024-05-11,1.1,0,1.0,1,0,2.1748,21.24,71.85,1.48,2024,5,11,Saturday,1.1,1.1,0.2915579958819492,8.70444,1,0,4_28,4.0,1
41,18,80,12,2024-04-04,0.6,0,1.0,1,0,1.3026,16.08,74.25,1.47,2024,4,4,Thursday,0.6,0.6,0.213687707641196,6.38178,0,0,18_80,18.0,0
53,8,8,214,2024-05-28,0.4,0,1.0,0,0,1.1389,22.99,67.18,1.55,2024,5,28,Tuesday,0.4,0.4,0.3371956585508946,9.07267,0,0,8_8,8.0,0
104,8,8,629,2024-05-01,0.4,0,0.952,1,0,2.2937,20.36,73.45,1.21,2024,5,1,Wednesday,0.3808,0.4,0.2734721289456011,8.46911,0,0,8_8,7.616,0
56,4,28,118,2024-05-09,1.1,0,1.0,0,0,0.2931,21.76,67.26,1.47,2024,5,9,Thursday,1.1,1.1,0.31878113096982125,8.35093,0,0,4_28,4.0,1
18,4,28,797,2024-04-03,0.3,12,1.0,0,0,1.7335,17.03,76.2,1.4,2024,4,3,Wednesday,0.3,0.023076923076923075,0.2205958549222798,6.912050000000002,0,0,4_28,4.0,0
46,31,79,373,2024-05-09,0.3,6,0.852,0,1,0.8383,20.59,70.62,1.37,2024,5,9,Thursday,0.2556,0.04285714285714286,0.28748952806478634,8.076490000000002,0,0,31_79,26.412,0
118,21,61,622,2024-05-14,0.4,0,1.0,0,0,0.8152,22.12,69.99,2.0,2024,5,14,Tuesday,0.4,0.4,0.31159318213832937,8.492560000000001,0,0,21_61,21.0,0
84,5,5,768,2024-04-21,1.1,0,0.609,1,0,1.5712,19.53,74.5,1.51,2024,4,21,Sunday,0.6699,1.1,0.25867549668874174,7.8303600000000015,1,0,5_5,3.045,1
134,4,28,738,2024-04-29,0.4,7,1.0,0,0,2.3721,20.43,76.28,1.61,2024,4,29,Monday,0.4,0.05,0.2643633540372671,8.40063,0,0,4_28,4.0,0
78,8,29,201,2024-06-04,0.9,2,1.0,0,0,1.4599,24.34,70.28,1.66,2024,6,4,Tuesday,0.9,0.3,0.3414702581369248,9.675970000000001,0,0,8_29,8.0,1
81,4,28,21,2024-04-01,0.6,3,1.0,0,0,3.3331,15.28,78.3,1.35,2024,4,1,Monday,0.6,0.15,0.1926860025220681,6.70693,0,0,4_28,4.0,0
112,8,29,99,2024-04-26,0.6,0,0.725,0,1,2.323,19.44,72.22,1.65,2024,4,26,Friday,0.435,0.6,0.2655012291723573,7.977900000000001,0,0,8_29,5.8,0
145,4,28,738,2024-04-28,0.3,7,1.0,1,0,3.5754,20.28,83.8,1.81,2024,4,28,Sunday,0.3,0.0375,0.23915094339622645,8.641620000000001,1,0,4_28,4.0,0
84,4,28,213,2024-05-08,0.2,0,1.0,0,0,1.0406,20.66,64.51,2.42,2024,5,8,Wednesday,0.2,0.2,0.31537169897725537,7.850180000000001,0,0,4_28,4.0,0
81,4,28,500,2024-03-31,0.6,14,0.625,1,1,1.2176,15.41,77.6,1.61,2024,3,31,Sunday,0.375,0.04,0.19605597964376592,6.046280000000001,1,1,4_28,2.5,0
35,5,6,2,2024-05-22,0.1,1,1.0,0,0,1.5341,22.66,67.08,1.92,2024,5,22,Wednesday,0.1,0.05,0.3328437132784959,8.948229999999999,0,0,5_6,5.0,0
84,4,28,500,2024-05-19,0.8,0,0.75,1,1,2.2854,23.6,73.29,2.32,2024,5,19,Sunday,0.6000000000000001,0.8,0.31767398034728767,9.429620000000002,1,1,4_28,3.0,1
129,20,68,122,2024-06-25,3.6,0,0.751,0,1,11.1972,28.22,85.05,1.25,2024,6,25,Tuesday,2.7036000000000002,3.6,0.3279488669378268,14.27216,0,0,20_68,15.02,1
0,29,76,379,2024-04-19,0.0,7,1.0,0,0,1.2889,18.39,75.09,1.71,2024,4,19,Friday,0.0,0.0,0.24168747535812854,7.2296700000000005,0,0,29_76,29.0,0
95,4,53,23,2024-04-02,0.3,6,1.0,0,0,3.6903,16.57,81.05,1.5,2024,4,2,Tuesday,0.3,0.04285714285714286,0.2019500304692261,7.285089999999999,0,0,4_53,4.0,0
146,8,29,84,2024-04-29,0.6,0,1.0,0,0,2.3723,19.44,76.5,1.74,2024,4,29,Monday,0.6,0.6,0.2508387096774194,7.96569,0,0,8_29,8.0,0
112,16,25,290,2024-04-13,0.4,6,1.0,1,0,1.7432,17.98,81.03,1.95,2024,4,13,Saturday,0.4,0.05714285714285715,0.21918810191393392,7.1299600000000005,1,0,16_25,16.0,0
18,4,28,843,2024-06-24,0.97,0,0.913,0,0,11.234,26.77,82.37,1.37,2024,6,24,Monday,0.88561,0.97,0.3210987165647115,13.667200000000001,0,0,4_28,3.652,1
59,24,66,370,2024-06-13,0.3,3,1.0,0,0,7.5663,26.25,80.18,1.77,2024,6,13,Thursday,0.3,0.075,0.3233555062823355,12.23889,0,0,24_66,24.0,0
91,4,53,41,2024-04-22,3.3,0,0.834,0,1,2.0416,17.99,77.42,1.3,2024,4,22,Monday,2.7521999999999998,3.3,0.22940576383575617,7.41848,0,0,4_53,3.336,1
126,8,8,629,2024-04-16,1.0,0,0.922,0,0,2.6847,18.83,74.48,1.67,2024,4,16,Tuesday,0.922,1.0,0.24947005829358768,7.83641,0,0,8_8,7.376,1
148,23,10,644,2024-04-01,0.5,0,1.0,0,0,3.6755,15.6,81.46,1.33,2024,4,1,Monday,0.5,0.5,0.18918263400436577,6.94365,0,0,23_10,23.0,0
19,18,80,11,2024-06-03,0.5,0,1.0,0,0,2.8363,23.54,74.2,2.07,2024,6,3,Monday,0.5,0.5,0.313031914893617,9.64589,0,0,18_80,18.0,0
135,4,28,215,2024-03-28,1.0,13,1.0,0,0,1.7001,15.48,73.54,1.97,2024,3,28,Thursday,1.0,0.07142857142857142,0.20767373222430907,6.11103,0,0,4_28,4.0,1
118,16,27,635,2024-05-13,1.1,0,0.866,0,0,1.3109,22.56,70.65,1.86,2024,5,13,Monday,0.9526000000000001,1.1,0.31486392184228884,8.859269999999999,0,0,16_27,13.856,1
145,10,33,663,2024-04-06,0.8,11,0.832,1,1,2.8301,16.3,84.04,1.46,2024,4,6,Saturday,0.6656,0.06666666666666667,0.19167450611476952,6.931030000000001,1,1,10_33,8.32,1
35,15,43,684,2024-06-11,0.27,1,1.0,0,0,5.6882,25.45,76.56,2.11,2024,6,11,Tuesday,0.27,0.135,0.3281330582774626,11.25346,0,0,15_43,15.0,0
41,29,76,596,2024-04-22,0.9,5,0.966,0,0,2.0391,17.99,77.43,1.3,2024,4,22,Monday,0.8694,0.15,0.2293765140889965,7.41773,0,0,29_76,28.014,1
78,4,28,79,2024-04-28,0.5,3,0.843,1,1,3.1457,21.35,76.44,1.61,2024,4,28,Sunday,0.4215,0.125,0.2756973140495868,9.00071,1,1,4_28,3.372,0
131,16,25,634,2024-06-23,1.0,0,0.94,1,0,12.7709,26.57,85.66,1.32,2024,6,23,Sunday,0.94,1.0,0.306600507731364,14.06327,1,0,16_25,15.04,1
140,20,50,300,2024-04-12,4.9,6,0.999,0,0,2.579,17.88,81.15,1.67,2024,4,12,Friday,4.8951,0.7000000000000001,0.21765063907486304,7.4247,0,0,20_50,19.98,1
2,20,58,728,2024-05-07,0.7,0,1.0,0,0,0.7426,21.21,68.27,1.4,2024,5,7,Tuesday,0.7,0.7,0.30619315721091384,8.28678,0,0,20_58,20.0,0
58,21,61,74,2024-05-28,0.5,10,1.0,0,0,1.1428,22.72,67.06,1.55,2024,5,28,Tuesday,0.5,0.045454545454545456,0.33382309726711723,8.96584,0,0,21_61,21.0,0
1,4,28,27,2024-05-04,0.5,0,0.503,1,1,2.7358,21.06,70.33,1.59,2024,5,4,Saturday,0.2515,0.5,0.29524744146922755,8.76774,1,1,4_28,2.012,0
119,4,28,70,2024-04-29,3.8,0,1.0,0,0,2.3719,19.75,76.32,1.44,2024,4,29,Monday,3.8,3.8,0.2554319710294879,8.17957,0,0,4_28,4.0,1
56,10,38,715,2024-04-11,0.5,0,0.92,0,0,2.8221,18.24,78.36,1.96,2024,4,11,Thursday,0.46,0.5,0.22983870967741934,7.554629999999999,0,0,10_38,9.200000000000001,0
126,16,27,291,2024-05-20,0.4,0,0.887,0,1,1.0975,23.04,72.19,1.2,2024,5,20,Monday,0.3548,0.4,0.31479710342943024,9.18525,0,0,16_27,14.192,0
148,20,50,847,2024-06-23,0.6,0,1.0,1,0,13.0099,27.34,86.39,1.39,2024,6,23,Sunday,0.6,0.6,0.3128504405538391,14.42197,1,0,20_50,20.0,0
150,10,38,672,2024-06-22,0.8,0,1.0,1,0,8.1327,27.52,82.11,1.64,2024,6,22,Saturday,0.8,0.8,0.3311274214895921,12.955810000000001,1,0,10_38,10.0,1
93,4,28,118,2024-04-05,1.0,10,0.712,1,1,1.704,16.77,72.1,1.53,2024,4,5,Friday,0.712,0.09090909090909091,0.22941176470588237,6.7602,0,1,4_28,2.848,1
35,4,28,71,2024-06-15,0.8,0,0.785,1,1,7.1516,26.02,78.93,2.32,2024,6,15,Saturday,0.6280000000000001,0.8,0.32553484298761415,11.85748,1,1,4_28,3.14,1
145,10,33,650,2024-06-24,0.8,0,0.908,0,1,14.9182,25.82,87.28,1.46,2024,6,24,Monday,0.7264,0.8,0.29247847757136386,14.36546,0,0,10_33,9.08,1
137,16,25,247,2024-04-15,0.3,0,1.0,0,1,2.4393,17.86,76.31,1.65,2024,4,15,Monday,0.3,0.3,0.2310179795627991,7.38079,0,0,16_25,16.0,0
1,4,28,19,2024-04-14,2.5,11,1.0,1,0,3.4477,17.14,78.37,1.72,2024,4,14,Sunday,2.5,0.20833333333333334,0.21595061106211413,7.374310000000001,1,0,4_28,4.0,1
12,18,80,194,2024-05-07,0.5,3,1.0,0,0,0.7428,20.64,68.29,1.44,2024,5,7,Tuesday,0.5,0.125,0.2978784817433973,8.04684,0,0,18_80,18.0,0
142,24,69,645,2024-06-20,0.2,0,0.835,0,1,10.4345,27.34,85.5,1.73,2024,6,20,Thursday,0.167,0.2,0.3160693641618497,13.54735,0,0,24_69,20.04,0
96,29,76,740,2024-04-23,0.9,6,1.0,0,0,1.6955,18.81,78.11,1.57,2024,4,23,Tuesday,0.9,0.1285714285714286,0.2377701934015927,7.56165,0,0,29_76,29.0,1
137,4,28,215,2024-05-22,2.2,0,0.75,0,1,1.7387,22.5,67.03,1.4,2024,5,22,Wednesday,1.6500000000000001,2.2,0.33073643980596795,9.101609999999999,0,0,4_28,3.0,1
128,20,47,119,2024-05-06,1.4,5,1.0,0,0,2.0434,21.16,70.25,1.38,2024,5,6,Monday,1.4,0.2333333333333333,0.2969824561403509,8.663020000000001,0,0,20_47,20.0,1
91,21,61,628,2024-06-09,0.4,4,0.87,1,1,5.331,25.95,76.48,1.46,2024,6,9,Sunday,0.34800000000000003,0.08,0.3349251419721218,11.5413,1,1,21_61,18.27,0
145,7,16,830,2024-05-09,2.4,3,0.5,0,1,0.7341,20.95,75.13,1.78,2024,5,9,Thursday,1.2,0.6,0.2751871798239853,8.066230000000001,0,0,7_16,3.5,1
19,20,50,212,2024-06-05,0.7,10,0.749,0,1,1.9132,24.05,71.71,1.64,2024,6,5,Wednesday,0.5243,0.06363636363636363,0.33076605693852296,9.701960000000001,0,0,20_50,14.98,0
148,18,80,11,2024-04-26,0.2,0,0.833,0,1,3.4511,19.99,78.55,1.45,2024,4,26,Friday,0.1666,0.2,0.2512884978001257,8.596329999999998,0,0,18_80,14.994,0
18,16,25,634,2024-04-05,0.7,12,0.887,1,1,1.7175,16.94,72.13,1.41,2024,4,5,Friday,0.6209,0.05384615384615384,0.23164228086968416,6.868250000000001,0,1,16_25,14.192,0
74,20,50,6,2024-04-12,0.8,7,0.928,0,0,2.6677,16.8,82.37,1.68,2024,4,12,Friday,0.7424000000000001,0.1,0.20151133501259447,7.016310000000001,0,0,20_50,18.560000000000002,1
149,4,28,843,2024-04-14,0.5,8,0.902,1,1,2.8436,17.8,81.21,1.74,2024,4,14,Sunday,0.451,0.05555555555555555,0.21651867169444108,7.451080000000001,1,1,4_28,3.608,0
151,4,28,117,2024-06-23,4.2,5,1.0,1,0,10.2545,26.99,84.75,1.32,2024,6,23,Sunday,4.2,0.7000000000000001,0.3147521865889213,13.476349999999998,1,0,4_28,4.0,1
135,31,79,0,2024-04-05,4.3,8,1.0,1,0,1.9106,16.24,71.97,1.46,2024,4,5,Friday,4.3,0.47777777777777775,0.2225572152939564,6.63118,0,0,31_79,31.0,1
96,25,71,668,2024-05-18,0.7,0,1.0,1,0,0.9001,23.14,73.4,1.43,2024,5,18,Saturday,0.7,0.7,0.31102150537634404,9.09703,1,0,25_71,25.0,0
131,15,43,525,2024-05-04,0.2,0,1.0,1,0,2.8557,20.83,75.51,1.85,2024,5,4,Saturday,0.2,0.2,0.2722519932035028,8.633709999999999,1,0,15_43,15.0,0
57,4,28,213,2024-05-10,0.8,1,1.0,0,0,1.6724,20.94,71.34,1.5,2024,5,10,Friday,0.8,0.4,0.2894664086259331,8.427720000000003,0,0,4_28,4.0,1
2,4,28,140,2024-05-31,0.4,0,0.663,0,1,2.2579,23.51,67.35,1.59,2024,5,31,Friday,0.26520000000000005,0.4,0.34396488661302127,9.604370000000001,0,0,4_28,2.652,0
56,24,66,370,2024-04-24,1.2,0,1.0,0,0,0.7635,19.73,75.23,1.36,2024,4,24,Wednesday,1.2,1.2,0.25882198609471335,7.71305,0,0,24_66,24.0,1
84,15,43,684,2024-03-31,0.4,6,1.0,1,0,1.2182,15.41,77.61,1.61,2024,3,31,Sunday,0.4,0.05714285714285715,0.19603103930797608,6.046460000000001,1,0,15_43,15.0,0
59,16,25,290,2024-05-15,0.4,0,1.0,0,0,1.4273,21.85,63.99,1.79,2024,5,15,Wednesday,0.4,0.4,0.3362055700877058,8.63119,0,0,16_25,16.0,0
67,29,78,600,2024-05-29,0.7,0,0.921,0,1,0.8084,22.51,63.38,1.71,2024,5,29,Wednesday,0.6446999999999999,0.7,0.3496427461944704,8.733520000000002,0,0,29_78,26.709,0
58,8,29,108,2024-05-04,0.2,0,1.0,1,0,2.7333,21.76,69.94,1.55,2024,5,4,Saturday,0.2,0.2,0.30673808852551454,9.058990000000001,1,0,8_29,8.0,0
55,4,28,207,2024-06-06,0.4,14,0.869,0,1,0.7993,24.58,73.21,1.82,2024,6,6,Thursday,0.3476,0.02666666666666667,0.3312222072496968,9.52579,0,0,4_28,3.476,0
150,31,79,387,2024-06-03,0.8,0,0.926,0,0,2.8483,24.16,73.76,2.14,2024,6,3,Monday,0.7408000000000001,0.8,0.32316746923488493,9.876490000000002,0,0,31_79,28.706000000000003,1
55,16,26,345,2024-06-08,0.5,11,1.0,1,0,2.3714,25.13,74.45,1.64,2024,6,8,Saturday,0.5,0.041666666666666664,0.33306825712392313,10.27142,1,0,16_26,16.0,0
2,16,25,422,2024-04-30,0.4,0,1.0,0,0,3.2018,19.81,73.48,1.66,2024,4,30,Tuesday,0.4,0.4,0.26597744360902253,8.38654,0,0,16_25,16.0,0
34,4,28,79,2024-05-05,0.7,8,0.843,1,1,2.7059,20.76,73.86,1.53,2024,5,5,Sunday,0.5901,0.07777777777777778,0.27731765963131183,8.65677,1,1,4_28,3.372,0
137,7,16,830,2024-06-09,0.0,0,0.9120000004768372,1,0,5.3486,25.77,77.29,1.45,2024,6,9,Sunday,0.0,0.0,0.32916081236428657,11.47758,1,0,7_16,6.38400000333786,0
128,29,78,4,2024-05-05,6.3,1,0.879,1,0,2.7086,20.67,74.05,1.62,2024,5,5,Sunday,5.5377,3.15,0.2754163890739507,8.59458,1,0,29_78,25.491,1
19,4,28,810,2024-04-24,0.8,0,1.0,0,0,0.7633,18.88,75.26,1.34,2024,4,24,Wednesday,0.8,0.8,0.2475740886441122,7.378989999999999,0,0,4_28,4.0,1
58,11,62,548,2024-06-04,0.5,0,1.0,0,0,1.46,24.23,69.88,1.66,2024,6,4,Tuesday,0.5,0.5,0.3418453724604966,9.632000000000001,0,0,11_62,11.0,0
131,29,76,596,2024-06-14,1.8,6,0.933,0,0,5.3093,25.78,82.23,1.77,2024,6,14,Friday,1.6794000000000002,0.2571428571428572,0.3097440826625015,11.373790000000001,0,0,29_76,27.057000000000002,1
0,20,50,567,2024-05-20,1.2,0,0.781,0,1,0.8932,22.24,72.51,1.69,2024,5,20,Monday,0.9372,1.2,0.3025438715820976,8.65696,0,0,20_50,15.620000000000001,1
56,4,53,578,2024-05-18,1.1,4,1.0,1,0,1.7796,23.36,71.82,1.54,2024,5,18,Saturday,1.1,0.22000000000000003,0.32079099148585555,9.41588,1,0,4_53,4.0,1
148,31,79,110,2024-04-12,0.8,5,1.0,0,0,2.7011,17.77,82.81,1.61,2024,4,12,Friday,0.8,0.13333333333333333,0.21202720439088413,7.43533,0,0,31_79,31.0,1
55,4,28,19,2024-05-31,1.8,0,1.0,0,0,2.4603,23.1,67.3,1.84,2024,5,31,Friday,1.8,1.8,0.3382137628111274,9.42609,0,0,4_28,4.0,1
56,20,58,127,2024-06-12,0.4,0,0.948,0,0,6.5272,26.15,79.84,1.64,2024,6,12,Wednesday,0.3792,0.4,0.3234784760019792,11.926160000000001,0,0,20_58,18.96,0
129,29,78,4,2024-05-05,10.3,0,0.891,1,0,2.4641,20.85,75.69,1.38,2024,5,5,Sunday,9.1773,10.3,0.2718737775459643,8.665230000000003,1,0,29_78,25.839,1
115,21,61,222,2024-05-08,0.5,0,1.0,0,0,0.8384,21.66,64.55,1.68,2024,5,8,Wednesday,0.5,0.5,0.3304347826086957,8.41152,0,0,21_61,21.0,0
93,16,25,310,2024-04-16,1.0,0,1.0,0,0,2.6248,18.47,74.5,1.32,2024,4,16,Tuesday,1.0,1.0,0.24463576158940395,7.77944,0,0,16_25,16.0,1
100,4,28,215,2024-06-16,4.1,1,0.61,1,1,8.0237,26.81,80.76,1.46,2024,6,16,Sunday,2.501,2.05,0.32791095890410954,12.693109999999999,1,1,4_28,2.44,1
18,4,53,23,2024-06-17,1.7,3,0.684,0,1,7.8615,27.29,77.85,1.57,2024,6,17,Monday,1.1628,0.425,0.34610019023462274,12.80345,0,0,4_53,2.736,1
142,5,5,768,2024-04-27,0.3,0,0.559,1,0,2.712,19.81,78.95,1.41,2024,4,27,Saturday,0.16770000000000002,0.3,0.24777986241400873,8.314599999999999,1,0,5_5,2.7950000000000004,0
148,20,47,476,2024-04-29,0.5,9,1.0,0,0,3.8701,20.24,78.1,1.61,2024,4,29,Monday,0.5,0.05,0.25587863463969657,8.77403,0,0,20_47,20.0,0
18,18,80,764,2024-05-23,0.9,0,0.915,0,0,1.3121,23.99,66.49,1.39,2024,5,23,Thursday,0.8235,0.9,0.35546006815824566,9.57263,0,0,18_80,16.47,1
129,20,58,127,2024-05-28,0.6,0,1.0,0,0,1.2831,22.49,71.85,1.48,2024,5,28,Tuesday,0.6,0.6,0.308716540837337,8.93693,0,0,20_58,20.0,0
129,4,28,775,2024-05-20,1.6,4,0.75,0,1,1.8134,22.45,74.83,1.46,2024,5,20,Monday,1.2000000000000002,0.32,0.2960569695371225,9.08602,0,0,4_28,3.0,1
118,31,79,373,2024-06-10,1.0,4,0.852,1,1,2.5655,25.66,75.46,1.66,2024,6,10,Monday,0.852,0.2,0.33560031388961553,10.535650000000002,0,1,31_79,26.412,1
